data_source,scenario,province_territory,year,energy_cost_electricity_per_kwh,ghgi_electricity_g_per_kwh,energy_cost_gas_per_kwh,ghgi_gas_g_per_kwh,energy_cost_oil_per_kwh,ghgi_oil_g_per_kwh,energy_cost_propane_per_kwh,ghgi_propane_g_per_kwh,energy_cost_wood_per_kwh,ghgi_wood_g_per_kwh,energy_cost_steam_per_kwh,ghgi_steam_g_per_kwh,energy_cost_other_per_kwh,ghgi_other_g_per_kwh,carbon_tax_per_tonne
CER 2023,Current Policies,NL,2029,0.20999388,3.715815274,0.0564,180.7849829,0.115,256,0.312,230,0.07799,347,0.0564,180.7849829,0.0564,180.7849829,0
CER 2023,Current Policies,NL,2030,0.211217914,0,0.0563,180.7849829,0.114,256,0.312,230,0.07799,347,0.0563,180.7849829,0.0563,180.7849829,0
CER 2023,Current Policies,NL,2031,0.21215394,0,0.0564,180.7849829,0.113,256,0.312,230,0.07799,347,0.0564,180.7849829,0.0564,180.7849829,0
CER 2023,Current Policies,NL,2032,0.213089967,0,0.0566,180.7849829,0.113,256,0.312,230,0.07799,347,0.0566,180.7849829,0.0566,180.7849829,0
CER 2023,Current Policies,NL,2033,0.214061994,0,0.0568,180.7849829,0.113,256,0.312,230,0.07799,347,0.0568,180.7849829,0.0568,180.7849829,0
CER 2023,Current Policies,NL,2034,0.214926018,0,0.057,180.7849829,0.113,256,0.312,230,0.07799,347,0.057,180.7849829,0.057,180.7849829,0
CER 2023,Current Policies,NL,2035,0.215898045,0,0.0572,180.7849829,0.114,256,0.312,230,0.07799,347,0.0572,180.7849829,0.0572,180.7849829,0
CER 2023,Current Policies,NL,2036,0.216402059,0,0.0575,180.7849829,0.114,256,0.312,230,0.07799,347,0.0575,180.7849829,0.0575,180.7849829,0
CER 2023,Current Policies,NL,2037,0.217338085,0,0.0576,180.7849829,0.114,256,0.312,230,0.07799,347,0.0576,180.7849829,0.0576,180.7849829,0
CER 2023,Current Policies,NL,2038,0.218130108,0,0.0579,180.7849829,0.114,256,0.312,230,0.07799,347,0.0579,180.7849829,0.0579,180.7849829,0
CER 2023,Current Policies,NL,2039,0.219066134,0,0.058,180.7849829,0.114,256,0.312,230,0.07799,347,0.058,180.7849829,0.058,180.7849829,0
CER 2023,Current Policies,NL,2040,0.220074162,0,0.0583,180.7849829,0.114,256,0.312,230,0.07799,347,0.0583,180.7849829,0.0583,180.7849829,0
CER 2023,Current Policies,NL,2041,0.221226194,0,0.0585,180.7849829,0.114,256,0.312,230,0.07799,347,0.0585,180.7849829,0.0585,180.7849829,0
CER 2023,Current Policies,NL,2042,0.222342226,0,0.0586,180.7849829,0.115,256,0.312,230,0.07799,347,0.0586,180.7849829,0.0586,180.7849829,0
CER 2023,Current Policies,NL,2043,0.223854268,0,0.0588,180.7849829,0.115,256,0.312,230,0.07799,347,0.0588,180.7849829,0.0588,180.7849829,0
CER 2023,Current Policies,NL,2044,0.224934298,0,0.0591,180.7849829,0.115,256,0.312,230,0.07799,347,0.0591,180.7849829,0.0591,180.7849829,0
CER 2023,Current Policies,NL,2045,0.22644634,0,0.0592,180.7849829,0.115,256,0.312,230,0.07799,347,0.0592,180.7849829,0.0592,180.7849829,0
CER 2023,Current Policies,NL,2046,0.227742377,0,0.0594,180.7849829,0.114,256,0.312,230,0.07799,347,0.0594,180.7849829,0.0594,180.7849829,0
CER 2023,Current Policies,NL,2047,0.229470425,0,0.0595,180.7849829,0.114,256,0.312,230,0.07799,347,0.0595,180.7849829,0.0595,180.7849829,0
CER 2023,Current Policies,NL,2048,0.230946467,0,0.0597,180.7849829,0.114,256,0.312,230,0.07799,347,0.0597,180.7849829,0.0597,180.7849829,0
CER 2023,Current Policies,NL,2049,0.232386507,0,0.0598,180.7849829,0.114,256,0.312,230,0.07799,347,0.0598,180.7849829,0.0598,180.7849829,0
CER 2023,Current Policies,NL,2050,0.23393455,0,0.0599,180.7849829,0.114,256,0.312,230,0.07799,347,0.0599,180.7849829,0.0599,180.7849829,0
CER 2023,Current Policies,PE,2021,0.250603017,5.99,0.0547,180.7849829,0.12,256,0.312,230,0.07799,347,0.0547,180.7849829,0.0547,180.7849829,0
CER 2023,Current Policies,PE,2022,0.259675271,16.15,0.0728,180.7849829,0.152,256,0.312,230,0.07799,347,0.0728,180.7849829,0.0728,180.7849829,0
CER 2023,Current Policies,PE,2023,0.249774994,17.25,0.054,180.7849829,0.143,256,0.312,230,0.07799,347,0.054,180.7849829,0.054,180.7849829,0
CER 2023,Current Policies,PE,2024,0.247182921,17.15,0.0563,180.7849829,0.141,256,0.312,230,0.07799,347,0.0563,180.7849829,0.0563,180.7849829,0
CER 2023,Current Policies,PE,2025,0.246966915,12.57,0.0567,180.7849829,0.144,256,0.312,230,0.07799,347,0.0567,180.7849829,0.0567,180.7849829,0
CER 2023,Current Policies,PE,2026,0.245166865,12.8,0.0567,180.7849829,0.147,256,0.312,230,0.07799,347,0.0567,180.7849829,0.0567,180.7849829,0
CER 2023,Current Policies,PE,2027,0.244734853,13.05,0.0566,180.7849829,0.15,256,0.312,230,0.07799,347,0.0566,180.7849829,0.0566,180.7849829,0
CER 2023,Current Policies,PE,2028,0.245202866,11.94,0.0564,180.7849829,0.153,256,0.312,230,0.07799,347,0.0564,180.7849829,0.0564,180.7849829,0
CER 2023,Current Policies,PE,2029,0.244806855,11.25,0.0564,180.7849829,0.155,256,0.312,230,0.07799,347,0.0564,180.7849829,0.0564,180.7849829,0
CER 2023,Current Policies,PE,2030,0.244374842,9.55,0.0563,180.7849829,0.158,256,0.312,230,0.07799,347,0.0563,180.7849829,0.0563,180.7849829,0
CER 2023,Current Policies,PE,2031,0.24178277,10.6,0.0564,180.7849829,0.156,256,0.312,230,0.07799,347,0.0564,180.7849829,0.0564,180.7849829,0
CER 2023,Current Policies,PE,2032,0.241170753,11.56,0.0566,180.7849829,0.155,256,0.312,230,0.07799,347,0.0566,180.7849829,0.0566,180.7849829,0
CER 2023,Current Policies,PE,2033,0.240486734,12.56,0.0568,180.7849829,0.154,256,0.312,230,0.07799,347,0.0568,180.7849829,0.0568,180.7849829,0
CER 2023,Current Policies,PE,2034,0.239586708,13.62,0.057,180.7849829,0.154,256,0.312,230,0.07799,347,0.057,180.7849829,0.057,180.7849829,0
CER 2023,Current Policies,PE,2035,0.238686683,0.02,0.0572,180.7849829,0.153,256,0.312,230,0.07799,347,0.0572,180.7849829,0.0572,180.7849829,0
CER 2023,Current Policies,PE,2036,0.239226698,0.08,0.0575,180.7849829,0.153,256,0.312,230,0.07799,347,0.0575,180.7849829,0.0575,180.7849829,0
CER 2023,Current Policies,PE,2037,0.239046693,0.14,0.0576,180.7849829,0.152,256,0.312,230,0.07799,347,0.0576,180.7849829,0.0576,180.7849829,0
CER 2023,Current Policies,PE,2038,0.238794686,0.19,0.0579,180.7849829,0.151,256,0.312,230,0.07799,347,0.0579,180.7849829,0.0579,180.7849829,0
CER 2023,Current Policies,PE,2039,0.238506678,0.37,0.058,180.7849829,0.151,256,0.312,230,0.07799,347,0.058,180.7849829,0.058,180.7849829,0
CER 2023,Current Policies,PE,2040,0.238722684,0.21,0.0583,180.7849829,0.15,256,0.312,230,0.07799,347,0.0583,180.7849829,0.0583,180.7849829,0
CER 2023,Current Policies,PE,2041,0.237246643,0.53,0.0585,180.7849829,0.149,256,0.312,230,0.07799,347,0.0585,180.7849829,0.0585,180.7849829,0
CER 2023,Current Policies,PE,2042,0.234618569,0.98,0.0586,180.7849829,0.149,256,0.312,230,0.07799,347,0.0586,180.7849829,0.0586,180.7849829,0
CER 2023,Current Policies,PE,2043,0.232170501,1.4,0.0588,180.7849829,0.148,256,0.312,230,0.07799,347,0.0588,180.7849829,0.0588,180.7849829,0
CER 2023,Current Policies,PE,2044,0.229506426,1.92,0.0591,180.7849829,0.147,256,0.312,230,0.07799,347,0.0591,180.7849829,0.0591,180.7849829,0
CER 2023,Current Policies,PE,2045,0.227382367,0.21,0.0592,180.7849829,0.147,256,0.312,230,0.07799,347,0.0592,180.7849829,0.0592,180.7849829,0
CER 2023,Current Policies,PE,2046,0.224394283,0.6,0.0594,180.7849829,0.146,256,0.312,230,0.07799,347,0.0594,180.7849829,0.0594,180.7849829,0
CER 2023,Current Policies,PE,2047,0.222594233,0.97,0.0595,180.7849829,0.145,256,0.312,230,0.07799,347,0.0595,180.7849829,0.0595,180.7849829,0
CER 2023,Current Policies,PE,2048,0.220686179,1.53,0.0597,180.7849829,0.144,256,0.312,230,0.07799,347,0.0597,180.7849829,0.0597,180.7849829,0
CER 2023,Current Policies,PE,2049,0.218778126,2.2,0.0598,180.7849829,0.143,256,0.312,230,0.07799,347,0.0598,180.7849829,0.0598,180.7849829,0
CER 2023,Current Policies,PE,2050,0.217122079,1.08,0.0599,180.7849829,0.142,256,0.312,230,0.07799,347,0.0599,180.7849829,0.0599,180.7849829,0
CER 2023,Current Policies,NS,2021,0.219246139,641.3657095,0.1017,180.7849829,0.132,256,0.312,230,0.07799,347,0.1017,180.7849829,0.1017,180.7849829,0
CER 2023,Current Policies,NS,2022,0.220794182,523.9322971,0.1212,180.7849829,0.164,256,0.312,230,0.07799,347,0.1212,180.7849829,0.1212,180.7849829,0
CER 2023,Current Policies,NS,2023,0.231270476,544.4267217,0.107,180.7849829,0.155,256,0.312,230,0.07799,347,0.107,180.7849829,0.107,180.7849829,0
CER 2023,Current Policies,NS,2024,0.225150304,520.2589943,0.1116,180.7849829,0.152,256,0.312,230,0.07799,347,0.1116,180.7849829,0.1116,180.7849829,0
CER 2023,Current Policies,NS,2025,0.227058358,506.1971388,0.1152,180.7849829,0.156,256,0.312,230,0.07799,347,0.1152,180.7849829,0.1152,180.7849829,0
CER 2023,Current Policies,NS,2026,0.228606401,501.0543301,0.118,180.7849829,0.159,256,0.312,230,0.07799,347,0.118,180.7849829,0.118,180.7849829,0
CER 2023,Current Policies,NS,2027,0.228282392,496.4264771,0.1205,180.7849829,0.161,256,0.312,230,0.07799,347,0.1205,180.7849829,0.1205,180.7849829,0
CER 2023,Current Policies,NS,2028,0.227814379,440.023276,0.1228,180.7849829,0.164,256,0.312,230,0.07799,347,0.1228,180.7849829,0.1228,180.7849829,0
CER 2023,Current Policies,NS,2029,0.227202362,392.5534458,0.1252,180.7849829,0.167,256,0.312,230,0.07799,347,0.1252,180.7849829,0.1252,180.7849829,0
CER 2023,Current Policies,NS,2030,0.227382367,306.5039169,0.1274,180.7849829,0.169,256,0.312,230,0.07799,347,0.1274,180.7849829,0.1274,180.7849829,0
CER 2023,Current Policies,NS,2031,0.227526371,298.7523886,0.1266,180.7849829,0.168,256,0.312,230,0.07799,347,0.1266,180.7849829,0.1266,180.7849829,0
CER 2023,Current Policies,NS,2032,0.22749037,295.6425307,0.126,180.7849829,0.166,256,0.312,230,0.07799,347,0.126,180.7849829,0.126,180.7849829,0
CER 2023,Current Policies,NS,2033,0.226734349,291.9939888,0.1256,180.7849829,0.166,256,0.312,230,0.07799,347,0.1256,180.7849829,0.1256,180.7849829,0
CER 2023,Current Policies,NS,2034,0.226050329,285.3456748,0.1253,180.7849829,0.165,256,0.312,230,0.07799,347,0.1253,180.7849829,0.1253,180.7849829,0
CER 2023,Current Policies,NS,2035,0.225798322,283.2721973,0.1249,180.7849829,0.164,256,0.312,230,0.07799,347,0.1249,180.7849829,0.1249,180.7849829,0
CER 2023,Current Policies,NS,2036,0.226518343,273.1674174,0.1247,180.7849829,0.164,256,0.312,230,0.07799,347,0.1247,180.7849829,0.1247,180.7849829,0
CER 2023,Current Policies,NS,2037,0.227742377,262.1600733,0.1243,180.7849829,0.163,256,0.312,230,0.07799,347,0.1243,180.7849829,0.1243,180.7849829,0
CER 2023,Current Policies,NS,2038,0.228966411,249.8545682,0.124,180.7849829,0.163,256,0.312,230,0.07799,347,0.124,180.7849829,0.124,180.7849829,0
CER 2023,Current Policies,NS,2039,0.230442452,232.9989654,0.1237,180.7849829,0.162,256,0.312,230,0.07799,347,0.1237,180.7849829,0.1237,180.7849829,0
CER 2023,Current Policies,NS,2040,0.232386507,221.8598579,0.1233,180.7849829,0.161,256,0.312,230,0.07799,347,0.1233,180.7849829,0.1233,180.7849829,0
CER 2023,Current Policies,NS,2041,0.233286532,198.027306,0.123,180.7849829,0.161,256,0.312,230,0.07799,347,0.123,180.7849829,0.123,180.7849829,0
CER 2023,Current Policies,NS,2042,0.23501458,209.9572412,0.1226,180.7849829,0.16,256,0.312,230,0.07799,347,0.1226,180.7849829,0.1226,180.7849829,0
CER 2023,Current Policies,NS,2043,0.236814631,199.1059848,0.1223,180.7849829,0.159,256,0.312,230,0.07799,347,0.1223,180.7849829,0.1223,180.7849829,0
CER 2023,Current Policies,NS,2044,0.23821867,170.9813085,0.122,180.7849829,0.159,256,0.312,230,0.07799,347,0.122,180.7849829,0.122,180.7849829,0
CER 2023,Current Policies,NS,2045,0.240198726,159.9527973,0.1216,180.7849829,0.158,256,0.312,230,0.07799,347,0.1216,180.7849829,0.1216,180.7849829,0
CER 2023,Current Policies,NS,2046,0.240918746,155.1876498,0.1212,180.7849829,0.157,256,0.312,230,0.07799,347,0.1212,180.7849829,0.1212,180.7849829,0
CER 2023,Current Policies,NS,2047,0.24214278,149.8875657,0.1208,180.7849829,0.156,256,0.312,230,0.07799,347,0.1208,180.7849829,0.1208,180.7849829,0
CER 2023,Current Policies,NS,2048,0.243150808,144.819182,0.1204,180.7849829,0.155,256,0.312,230,0.07799,347,0.1204,180.7849829,0.1204,180.7849829,0
CER 2023,Current Policies,NS,2049,0.244158836,139.4774637,0.12,180.7849829,0.154,256,0.312,230,0.07799,347,0.12,180.7849829,0.12,180.7849829,0
CER 2023,Current Policies,NS,2050,0.245238867,119.3220558,0.1195,180.7849829,0.153,256,0.312,230,0.07799,347,0.1195,180.7849829,0.1195,180.7849829,0
CER 2023,Current Policies,NB,2021,0.191273356,197.2208747,0.0683,180.7849829,0.139,256,0.312,230,0.07799,347,0.0683,180.7849829,0.0683,180.7849829,0
CER 2023,Current Policies,NB,2022,0.196313497,208.9302876,0.0887,180.7849829,0.174,256,0.312,230,0.07799,347,0.0887,180.7849829,0.0887,180.7849829,0
CER 2023,Current Policies,NB,2023,0.193721424,206.2493461,0.0736,180.7849829,0.164,256,0.312,230,0.07799,347,0.0736,180.7849829,0.0736,180.7849829,0
CER 2023,Current Policies,NB,2024,0.193397415,194.1835541,0.0785,180.7849829,0.16,256,0.312,230,0.07799,347,0.0785,180.7849829,0.0785,180.7849829,0
CER 2023,Current Policies,NB,2025,0.195953487,181.553318,0.0819,180.7849829,0.164,256,0.312,230,0.07799,347,0.0819,180.7849829,0.0819,180.7849829,0
CER 2023,Current Policies,NB,2026,0.196925514,178.6716243,0.0846,180.7849829,0.167,256,0.312,230,0.07799,347,0.0846,180.7849829,0.0846,180.7849829,0
CER 2023,Current Policies,NB,2027,0.197897541,176.2173668,0.0871,180.7849829,0.17,256,0.312,230,0.07799,347,0.0871,180.7849829,0.0871,180.7849829,0
CER 2023,Current Policies,NB,2028,0.199121575,121.4155413,0.0895,180.7849829,0.172,256,0.312,230,0.07799,347,0.0895,180.7849829,0.0895,180.7849829,0
CER 2023,Current Policies,NB,2029,0.198761565,111.3657009,0.0919,180.7849829,0.175,256,0.312,230,0.07799,347,0.0919,180.7849829,0.0919,180.7849829,0
CER 2023,Current Policies,NB,2030,0.198833567,3.472047396,0.0941,180.7849829,0.177,256,0.312,230,0.07799,347,0.0941,180.7849829,0.0941,180.7849829,0
CER 2023,Current Policies,NB,2031,0.199121575,0.307846545,0.0933,180.7849829,0.176,256,0.312,230,0.07799,347,0.0933,180.7849829,0.0933,180.7849829,0
CER 2023,Current Policies,NB,2032,0.197105519,0.070818831,0.0927,180.7849829,0.174,256,0.312,230,0.07799,347,0.0927,180.7849829,0.0927,180.7849829,0
CER 2023,Current Policies,NB,2033,0.195053461,0.073247184,0.0923,180.7849829,0.174,256,0.312,230,0.07799,347,0.0923,180.7849829,0.0923,180.7849829,0
CER 2023,Current Policies,NB,2034,0.193037405,0.004932898,0.092,180.7849829,0.173,256,0.312,230,0.07799,347,0.092,180.7849829,0.092,180.7849829,0
CER 2023,Current Policies,NB,2035,0.191201354,0.00299221,0.0917,180.7849829,0.172,256,0.312,230,0.07799,347,0.0917,180.7849829,0.0917,180.7849829,0
CER 2023,Current Policies,NB,2036,0.189905317,0.00253629,0.0916,180.7849829,0.172,256,0.312,230,0.07799,347,0.0916,180.7849829,0.0916,180.7849829,0
CER 2023,Current Policies,NB,2037,0.187277244,0.00152405,0.0912,180.7849829,0.171,256,0.312,230,0.07799,347,0.0912,180.7849829,0.0912,180.7849829,0
CER 2023,Current Policies,NB,2038,0.184721172,0.000883003,0.0909,180.7849829,0.171,256,0.312,230,0.07799,347,0.0909,180.7849829,0.0909,180.7849829,0
CER 2023,Current Policies,NB,2039,0.182669115,0.00056527,0.0906,180.7849829,0.17,256,0.312,230,0.07799,347,0.0906,180.7849829,0.0906,180.7849829,0
CER 2023,Current Policies,NB,2040,0.180689059,0,0.0903,180.7849829,0.169,256,0.312,230,0.07799,347,0.0903,180.7849829,0.0903,180.7849829,0
CER 2023,Current Policies,NB,2041,0.178889009,0,0.09,180.7849829,0.169,256,0.312,230,0.07799,347,0.09,180.7849829,0.09,180.7849829,0
CER 2023,Current Policies,NB,2042,0.181229074,4.654932517,0.0896,180.7849829,0.168,256,0.312,230,0.07799,347,0.0896,180.7849829,0.0896,180.7849829,0
CER 2023,Current Policies,NB,2043,0.183029125,5.366701057,0.0893,180.7849829,0.167,256,0.312,230,0.07799,347,0.0893,180.7849829,0.0893,180.7849829,0
CER 2023,Current Policies,NB,2044,0.184577168,0.003629634,0.089,180.7849829,0.167,256,0.312,230,0.07799,347,0.089,180.7849829,0.089,180.7849829,0
CER 2023,Current Policies,NB,2045,0.185765201,0.002719696,0.0887,180.7849829,0.166,256,0.312,230,0.07799,347,0.0887,180.7849829,0.0887,180.7849829,0
CER 2023,Current Policies,NB,2046,0.186017208,0.001782409,0.0883,180.7849829,0.165,256,0.312,230,0.07799,347,0.0883,180.7849829,0.0883,180.7849829,0
CER 2023,Current Policies,NB,2047,0.188285272,0.001317355,0.0879,180.7849829,0.164,256,0.312,230,0.07799,347,0.0879,180.7849829,0.0879,180.7849829,0
CER 2023,Current Policies,NB,2048,0.19037333,0.00043247,0.0875,180.7849829,0.163,256,0.312,230,0.07799,347,0.0875,180.7849829,0.0875,180.7849829,0
CER 2023,Current Policies,NB,2049,0.192389387,0,0.0871,180.7849829,0.162,256,0.312,230,0.07799,347,0.0871,180.7849829,0.0871,180.7849829,0
CER 2023,Current Policies,NB,2050,0.194549447,0,0.0866,180.7849829,0.161,256,0.312,230,0.07799,347,0.0866,180.7849829,0.0866,180.7849829,0
CER 2023,Current Policies,QC,2021,0.106526983,2.34,0.0547,181.4334471,0.127,256,0.312,230,0.07799,347,0.0547,181.4334471,0.0547,181.4334471,0
CER 2023,Current Policies,QC,2022,0.111495122,3.07,0.0739,181.4334471,0.161,256,0.312,230,0.07799,347,0.0739,181.4334471,0.0739,181.4334471,0
CER 2023,Current Policies,QC,2023,0.109407063,3.18,0.0594,181.4334471,0.151,256,0.312,230,0.07799,347,0.0594,181.4334471,0.0594,181.4334471,0
CER 2023,Current Policies,QC,2024,0.109587068,3.7,0.0656,181.4334471,0.15,256,0.312,230,0.07799,347,0.0656,181.4334471,0.0656,181.4334471,0
CER 2023,Current Policies,QC,2025,0.110991108,1.89,0.0719,181.4334471,0.158,256,0.312,230,0.07799,347,0.0719,181.4334471,0.0719,181.4334471,0
CER 2023,Current Policies,QC,2026,0.112467149,1.05,0.0739,181.4334471,0.161,256,0.312,230,0.07799,347,0.0739,181.4334471,0.0739,181.4334471,0
CER 2023,Current Policies,QC,2027,0.113295172,1.02,0.0763,181.4334471,0.164,256,0.312,230,0.07799,347,0.0763,181.4334471,0.0763,181.4334471,0
CER 2023,Current Policies,QC,2028,0.114339201,2.71,0.0783,181.4334471,0.166,256,0.312,230,0.07799,347,0.0783,181.4334471,0.0783,181.4334471,0
CER 2023,Current Policies,QC,2029,0.114123195,1.73,0.0806,181.4334471,0.169,256,0.312,230,0.07799,347,0.0806,181.4334471,0.0806,181.4334471,0
CER 2023,Current Policies,QC,2030,0.115419232,0.95,0.0824,181.4334471,0.171,256,0.312,230,0.07799,347,0.0824,181.4334471,0.0824,181.4334471,0
CER 2023,Current Policies,QC,2031,0.114843216,0.95,0.0817,181.4334471,0.169,256,0.312,230,0.07799,347,0.0817,181.4334471,0.0817,181.4334471,0
CER 2023,Current Policies,QC,2032,0.11606725,0.94,0.0811,181.4334471,0.168,256,0.312,230,0.07799,347,0.0811,181.4334471,0.0811,181.4334471,0
CER 2023,Current Policies,QC,2033,0.116463261,0.92,0.0808,181.4334471,0.167,256,0.312,230,0.07799,347,0.0808,181.4334471,0.0808,181.4334471,0
CER 2023,Current Policies,QC,2034,0.11678727,0.91,0.0805,181.4334471,0.166,256,0.312,230,0.07799,347,0.0805,181.4334471,0.0805,181.4334471,0
CER 2023,Current Policies,QC,2035,0.117255283,0.9,0.0802,181.4334471,0.166,256,0.312,230,0.07799,347,0.0802,181.4334471,0.0802,181.4334471,0
CER 2023,Current Policies,QC,2036,0.117579292,0.89,0.0801,181.4334471,0.165,256,0.312,230,0.07799,347,0.0801,181.4334471,0.0801,181.4334471,0
CER 2023,Current Policies,QC,2037,0.11822731,0.89,0.0798,181.4334471,0.165,256,0.312,230,0.07799,347,0.0798,181.4334471,0.0798,181.4334471,0
CER 2023,Current Policies,QC,2038,0.118875329,0.88,0.0795,181.4334471,0.164,256,0.312,230,0.07799,347,0.0795,181.4334471,0.0795,181.4334471,0
CER 2023,Current Policies,QC,2039,0.119667351,0.87,0.0792,181.4334471,0.164,256,0.312,230,0.07799,347,0.0792,181.4334471,0.0792,181.4334471,0
CER 2023,Current Policies,QC,2040,0.120495374,0.86,0.079,181.4334471,0.163,256,0.312,230,0.07799,347,0.079,181.4334471,0.079,181.4334471,0
CER 2023,Current Policies,QC,2041,0.121467401,0.86,0.0787,181.4334471,0.162,256,0.312,230,0.07799,347,0.0787,181.4334471,0.0787,181.4334471,0
CER 2023,Current Policies,QC,2042,0.122475429,0.84,0.0784,181.4334471,0.162,256,0.312,230,0.07799,347,0.0784,181.4334471,0.0784,181.4334471,0
CER 2023,Current Policies,QC,2043,0.123591461,0.84,0.0781,181.4334471,0.161,256,0.312,230,0.07799,347,0.0781,181.4334471,0.0781,181.4334471,0
CER 2023,Current Policies,QC,2044,0.124527487,0.84,0.0778,181.4334471,0.16,256,0.312,230,0.07799,347,0.0778,181.4334471,0.0778,181.4334471,0
CER 2023,Current Policies,QC,2045,0.125751521,0.84,0.0775,181.4334471,0.159,256,0.312,230,0.07799,347,0.0775,181.4334471,0.0775,181.4334471,0
CER 2023,Current Policies,QC,2046,0.127011556,0.84,0.0772,181.4334471,0.159,256,0.312,230,0.07799,347,0.0772,181.4334471,0.0772,181.4334471,0
CER 2023,Current Policies,QC,2047,0.128451597,0.83,0.0768,181.4334471,0.158,256,0.312,230,0.07799,347,0.0768,181.4334471,0.0768,181.4334471,0
CER 2023,Current Policies,QC,2048,0.129783634,0.83,0.0764,181.4334471,0.157,256,0.312,230,0.07799,347,0.0764,181.4334471,0.0764,181.4334471,0
CER 2023,Current Policies,QC,2049,0.131043669,0.82,0.076,181.4334471,0.156,256,0.312,230,0.07799,347,0.076,181.4334471,0.076,181.4334471,0
CER 2023,Current Policies,QC,2050,0.132375707,0.82,0.0756,181.4334471,0.155,256,0.312,230,0.07799,347,0.0756,181.4334471,0.0756,181.4334471,0
CER 2023,Current Policies,ON,2021,0.156244375,38.88,0.0442,180.9556314,0.154,256,0.312,230,0.07799,347,0.0442,180.9556314,0.0442,180.9556314,0
CER 2023,Current Policies,ON,2022,0.158800446,40.74,0.0639,180.9556314,0.189,256,0.312,230,0.07799,347,0.0639,180.9556314,0.0639,180.9556314,0
CER 2023,Current Policies,ON,2023,0.15926846,43.38,0.0495,180.9556314,0.178,256,0.312,230,0.07799,347,0.0495,180.9556314,0.0495,180.9556314,0
CER 2023,Current Policies,ON,2024,0.16106851,44.97,0.0544,180.9556314,0.175,256,0.312,230,0.07799,347,0.0544,180.9556314,0.0544,180.9556314,0
CER 2023,Current Policies,ON,2025,0.162004536,39.32,0.0576,180.9556314,0.179,256,0.312,230,0.07799,347,0.0576,180.9556314,0.0576,180.9556314,0
CER 2023,Current Policies,ON,2026,0.162940562,44.07,0.0602,180.9556314,0.182,256,0.312,230,0.07799,347,0.0602,180.9556314,0.0602,180.9556314,0
CER 2023,Current Policies,ON,2027,0.161464521,48.48,0.0627,180.9556314,0.185,256,0.312,230,0.07799,347,0.0627,180.9556314,0.0627,180.9556314,0
CER 2023,Current Policies,ON,2028,0.160096483,50.46,0.0652,180.9556314,0.187,256,0.312,230,0.07799,347,0.0652,180.9556314,0.0652,180.9556314,0
CER 2023,Current Policies,ON,2029,0.158188429,47.48,0.0676,180.9556314,0.19,256,0.312,230,0.07799,347,0.0676,180.9556314,0.0676,180.9556314,0
CER 2023,Current Policies,ON,2030,0.156604385,41.93,0.0698,180.9556314,0.192,256,0.312,230,0.07799,347,0.0698,180.9556314,0.0698,180.9556314,0
CER 2023,Current Policies,ON,2031,0.153076286,43.67,0.0689,180.9556314,0.19,256,0.312,230,0.07799,347,0.0689,180.9556314,0.0689,180.9556314,0
CER 2023,Current Policies,ON,2032,0.149872196,48.41,0.0684,180.9556314,0.189,256,0.312,230,0.07799,347,0.0684,180.9556314,0.0684,180.9556314,0
CER 2023,Current Policies,ON,2033,0.146380099,49,0.068,180.9556314,0.188,256,0.312,230,0.07799,347,0.068,180.9556314,0.068,180.9556314,0
CER 2023,Current Policies,ON,2034,0.143140008,40.23,0.0677,180.9556314,0.188,256,0.312,230,0.07799,347,0.0677,180.9556314,0.0677,180.9556314,0
CER 2023,Current Policies,ON,2035,0.139899917,40.58,0.0674,180.9556314,0.187,256,0.312,230,0.07799,347,0.0674,180.9556314,0.0674,180.9556314,0
CER 2023,Current Policies,ON,2036,0.138423876,39.93,0.0672,180.9556314,0.187,256,0.312,230,0.07799,347,0.0672,180.9556314,0.0672,180.9556314,0
CER 2023,Current Policies,ON,2037,0.137307845,37.65,0.0669,180.9556314,0.186,256,0.312,230,0.07799,347,0.0669,180.9556314,0.0669,180.9556314,0
CER 2023,Current Policies,ON,2038,0.136479821,36.31,0.0666,180.9556314,0.186,256,0.312,230,0.07799,347,0.0666,180.9556314,0.0666,180.9556314,0
CER 2023,Current Policies,ON,2039,0.1357238,31.82,0.0663,180.9556314,0.185,256,0.312,230,0.07799,347,0.0663,180.9556314,0.0663,180.9556314,0
CER 2023,Current Policies,ON,2040,0.135147784,27.21,0.066,180.9556314,0.184,256,0.312,230,0.07799,347,0.066,180.9556314,0.066,180.9556314,0
CER 2023,Current Policies,ON,2041,0.136335817,23.24,0.0657,180.9556314,0.184,256,0.312,230,0.07799,347,0.0657,180.9556314,0.0657,180.9556314,0
CER 2023,Current Policies,ON,2042,0.137523851,23.47,0.0654,180.9556314,0.183,256,0.312,230,0.07799,347,0.0654,180.9556314,0.0654,180.9556314,0
CER 2023,Current Policies,ON,2043,0.138855888,23.06,0.0651,180.9556314,0.182,256,0.312,230,0.07799,347,0.0651,180.9556314,0.0651,180.9556314,0
CER 2023,Current Policies,ON,2044,0.140079922,23.13,0.0648,180.9556314,0.181,256,0.312,230,0.07799,347,0.0648,180.9556314,0.0648,180.9556314,0
CER 2023,Current Policies,ON,2045,0.141195953,23.26,0.0644,180.9556314,0.181,256,0.312,230,0.07799,347,0.0644,180.9556314,0.0644,180.9556314,0
